month,day,hour,City,Shape,State,Country,Summary,lat,lng
7.0,27.0,21.0,Oakdale,Rectangle,CA,USA,"Like a airplane on fire then it kept going and when it passed out head it 
had like 6 lights. ((NUFORC Note: Space debris. PD))",37.7665947,-120.8471544
7.0,27.0,21.0,Costa Mesa,Fireball,CA,USA,"Fireball for 30 seconds then disappeared. ((anonymous report))((NUFORC 
Note: Re-entering space debris. PD))",33.6633386,-117.9033169
7.0,27.0,21.0,Corona,Fireball,CA,USA,"Saw 2 fireballs clear as day across the sky. Sort of looked like 2 planes 
were crashing. ((NUFORC Note: Space debris. PD))",37.0066161,-121.9969062
7.0,27.0,21.0,Dublin,Fireball,CA,USA,"To S, emerging just above the treeline, moving W to E, a white fireball 
similar to a jet engine. ((NUFORC Note: Space debris. PD)",37.7021521,-121.9357917
7.0,27.0,21.0,San Mateo,Fireball,CA,USA,"Fireball with long tail gliding through the sky very slowly and l low in 
the sky. ((NUFORC Note: Chinese rocket re-entry. PD))",37.496904,-122.3330572
7.0,27.0,21.0,Rohnert Park,Fireball,CA,USA,"@ concert in Rohnert Park, CA, there was what appeared to be a fireball 
with a very large tail. ((NUFORC Note: Space debris. PD))",38.3396367,-122.7010983
7.0,27.0,21.0,Boonville,Fireball,CA,USA,"white ball of flame in Mendocino county. ((NUFORC Note: Space debris. 
Re-entering Chinese rocket booster. PD))",39.0091667,-123.366111
7.0,27.0,21.0,Prescott Valley,Formation,AZ,USA,"Round headlight appearing to be two crafts side by side, then veered toward 
the E. ((NUFORC Note: Space debris. PD))",34.6100243,-112.3157209
7.0,27.0,21.0,Kingman,Other,AZ,USA,"Huge low flying craft over Kingman, AZ, possible crash landing. ((NUFORC 
Note: Space debris? PD))",35.189443,-114.0530064
7.0,27.0,21.0,California City,Chevron,CA,USA,"Long slow moving craft with a bright light, hovered and vanished. ((NUFORC 
Note: Re-entering space debris. PD))",35.125801,-117.9859037
7.0,27.0,21.0,Pahrump,Fireball,NV,USA,"Long trail of sparks, the obj. traveled completely across the sky until it 
seemed to disappear. ((NUFORC Note: Space debris. PD))",36.2083012,-115.9839127
7.0,27.0,21.0,Sacramento,Light,CA,USA,"Circular, bright,orange,neon,light. It looked as though it had a vapor 
trail behind it. It was going east bound then changed flight to",38.5815719,-121.4943995
7.0,27.0,21.0,Fresno,Rectangle,CA,USA,"Approx. 9:30 I was walking at Woodward Pk in Fresno, in the SE. ((NUFORC 
Note: Re-entering space debris. PD))",36.7295295,-119.7088612
7.0,27.0,21.0,Alpaugh,Changing,CA,USA,"I took pics . it changed from a round shape with many points to a round gas 
like appearance. ((NUFORC Note: Space debris. PD))",35.8876665,-119.4873135
7.0,27.0,21.0,Whiting,Triangle,IN,USA,Triangle moving at high rate of speed,41.6797578,-87.4944872
7.0,27.0,21.0,Austin,Sphere,TX,USA,White light orb with long vapor trail.,30.2711286,-97.7436994
7.0,27.0,21.0,Thomaston,Triangle,CT,USA,"My husband and I brought the dog out around 9 pm and saw a large black / 
daek gray triangle with 3 red lights and 1 white light hoverin",36.120612,-115.0556809
7.0,27.0,21.0,Fresno,Fireball,CA,USA,"Big fire ball that broke in two smaller more dominant balls of fire with a 
more defined shape.",36.7295295,-119.7088612
7.0,27.0,21.0,Howell,Circle,NJ,USA,Fireball couple hundred feet up. Flew out in the distance and went out.,40.1659101,-74.1911587
7.0,27.0,20.0,Grand Canyon,Circle,AZ,USA,Grand Canyon sighting.,36.0965604,-112.098494
7.0,27.0,20.0,Willits,Other,CA,USA,"Silvery orange, stationary object high in sky.",39.4096043,-123.3555601
7.0,27.0,20.0,Biddeford,Circle,ME,USA,"Got out of work ,noticed a light come out from behind tree, high up about 
40 degrees looking east , an orange ball shape thing travelin",43.4925843,-70.4533843
7.0,27.0,9.0,Concord,Changing,NH,USA,"I was driving north on main st and was just before gibson bookstore. I 
noticed to the north west, perhaps above egal square that There",43.207106,-71.5370215
7.0,27.0,8.0,Plainville,Triangle,CT,USA,"Saw a irregular shaped object low flying in the distance with two red 
blinking lights one on top and on the bottom.",41.6745432,-72.8581557
7.0,27.0,6.0,Las Vegas,Light,NV,USA,"At around 6:00 pm, I was on my balcony in central Las Vegas. I saw a light 
traveling east to west, go into a cloud, then come out to th",36.1662859,-115.1492249
7.0,27.0,5.0,Garden City,Light,MI,USA,Slow moving star.,42.3255929,-83.3310421
7.0,27.0,5.0,Nampa,Light,ID,USA,"Yellowish light moving through early morning sky - no sound, no strobes",43.5737361,-116.5596312
7.0,27.0,4.0,Florence,Light,OR,USA,"At first glance I didn't noticeanythingother than a starrynight. Until a 
distantlight slowly whith no sound made its way across the sky",43.982672,-124.0998389
7.0,27.0,0.0,Pueblo,Fireball,CO,USA,"Three fireball/lights hovering inside of Pueblo, CO.",38.187635,-104.5350144
7.0,26.0,23.0,Attleboro,Formation,MA,USA,"Perfectly seen from Route 118 South, in open fields. Triangle formations of 
red/white strobes sitting perfectly still. Occaisionally on",41.9445441,-71.2856081
7.0,26.0,23.0,Bellingham,Light,WA,USA,"Not sure what I just witnessed but it was very unusual. I just took my dog 
out for his last bathroom run when ai noticed a light that a",48.754402,-122.4788601
7.0,26.0,22.0,Missoula,Light,MT,USA,Different sized and colored orbs of light chasing into space.,46.8700801,-113.9952795
7.0,26.0,22.0,Largo,Light,FL,USA,"I was looking to the west and out of nowhere a bright light appeared, 
moving slowly, couldn't see any form or shape around it.",27.9094665,-82.7873243
7.0,26.0,22.0,Diamond Lake,Triangle,OR,USA,Two objects seen in central Oregon.,43.1787376,-122.1389201
7.0,26.0,21.0,Kingman,Circle,AZ,USA,"2 large balls of light in the southern sky, lasted for only a few seconds.",35.189443,-114.0530064
7.0,26.0,21.0,Mechanicsburg,Light,PA,USA,"Bright blue/vivid purple blue light over Mechanicsburg, PA, area, 7/26/16, 
9:30 p.m..",40.2101972,-77.0047275
7.0,26.0,21.0,Sheridan,Circle,WY,USA,"White circular doughnut-like object with flashing red and white lights 
slowly moving up and away",38.616431,-121.3631689
7.0,26.0,20.0,Lebanon,Light,TN,USA,Bright light in sky.,36.208065,-86.2905051
7.0,26.0,12.0,Blaine,Other,MN,USA,Cloaking aircraft.,45.1607987,-93.2349488
7.0,26.0,10.0,Half Moon Bay,Circle,CA,USA,"Bright light in sky, moving and hovering, took off fast.",37.4635519,-122.4285861
7.0,26.0,5.0,State College,Light,PA,USA,"Three white lights in a vertical formation, northeast of State College",40.794026,-77.8606974
7.0,26.0,4.0,Livonia,Light,MI,USA,"Slow floating led star like bright light. Slowly moved west to east over 
sky, as high as the stars. No flashing light like sattelite, j",42.36837,-83.3527096
7.0,26.0,2.0,Newbern,Oval,TN,USA,I seen this big green ball of fire.,36.1128479,-89.2617367
7.0,25.0,23.0,Plano,Circle,TX,USA,"I was out walking at night over at the park. I rounded a corner and started 
walking down a hill when I noticed two bright orange color",33.0136764,-96.6925095
7.0,25.0,22.0,Auburn,Triangle,CA,USA,"Two (possibly three) extremely bright lights, on huge, low-flying, object. 
Lights brightened and dimmed, object suddenly disappeared.",38.8945939,-121.0739896
7.0,25.0,22.0,Ashburn,Circle,GA,USA,"Looked like a star, at first. When it started to serpentine I used the 
stars to follow its movement to ensure it wasn't a heavenly body",31.7059751,-83.653559
7.0,25.0,21.0,Madison,Triangle,WI,USA,"It was hovering, not moving for a while then slowly started crossing the 
lake. It came closer and was a triangle. We saw two lights, th",43.074761,-89.3837612
7.0,25.0,21.0,Rock Falls,Light,IL,USA,Bright white light moving in a weird pattern.,41.7797533,-89.6889966
7.0,25.0,21.0,Amesbury,Sphere,MA,USA,8-12 steady whitish-yellow and red lights low in the sky (no osund heard).,42.8579536,-70.930092
7.0,25.0,20.0,Mukwonago,Light,WI,USA,White light slowly ascending then slowly fading.,42.8666803,-88.3334273
7.0,25.0,20.0,Phenix City,Triangle,AL,USA,V-shaped objects in the shape of a W hovering over wal mart.,32.4709761,-85.0007652
7.0,25.0,20.0,Topsail,Circle,NC,USA,Two balls of light on beach and over ocean,34.3862795,-77.6883098
7.0,25.0,17.0,Providence,Other,RI,USA,"Walked out with dog and observed a dark craft overhead. No lights. Thought 
it could be a drone, but too large.",41.8239891,-71.4128342
7.0,25.0,1.0,Fulton,Light,NY,USA,"Fast moving bright lights over south of Fulton, followed til vanished.",43.1061507,-74.446177
7.0,25.0,1.0,Lincoln,Light,NE,USA,2 lights seen on horizon in Lincoln Nebraska.,40.8,-96.6678209
7.0,24.0,23.0,Eden,Fireball,ID,USA,Anyone else seen it?,42.6059001,-114.2096453
7.0,24.0,23.0,Port Townsend,Flash,WA,USA,"I saw flashes of light above me that would appear for any tiny fraction of 
a second, then be gone, only to reappear again either in",48.1185325,-122.7679628
7.0,24.0,22.0,Centennial,Triangle,CO,USA,"I saw one low flying craft with 3 dim red/orange lights. Triangular shape 
with 1 light on each corner.",39.5680644,-104.9778307
7.0,24.0,22.0,Gimli,Light,MB,CANADA,"Two bright red lights seen after dark, moving slowly across the beach, over 
the lake, and then rapidly diminishing into distance.",50.6323125,-96.9881075
7.0,24.0,22.0,Hollister,Fireball,CA,USA,RED LIGHT SOUTH OF HOLLISTER 10:23PM.,36.8524545,-121.401602
7.0,24.0,22.0,New Braunfels,Other,TX,USA,Mysterious intense red glow lights up area,29.7028266,-98.1257347
7.0,24.0,21.0,Antelope,Flash,CA,USA,"Moving and stationary blue white light, low in sky 9:20 pm.",38.7082357,-121.3299512
7.0,24.0,20.0,Centerville,Light,MA,USA,"Observed across Lake Wequacket (Centerville MA) a bright vertical line 
dropping from the Western Sky, just after sunset. The line elo",41.649013,-70.3481182
7.0,24.0,20.0,Farmville,Other,VA,USA,"A hovering square craft with blue/white lights silently, smoothly flew (?) 
away after a bright, red triangle light engaged.(anonymous)",37.3024713,-78.3923812
7.0,24.0,20.0,Vacaville,Teardrop,CA,USA,"On July 24th evening, last night I was sitting outside in my hot tub in my 
backyard. I was gazing up at the night sky. We have a lot of",38.3565773,-121.9877443
7.0,24.0,18.0,Butte,Disk,MT,USA,Object hovered in same area of sky for over 3 hours.,46.0131505,-112.5365088
7.0,24.0,15.0,Portland,Other,OR,USA,Dark grey box floating in the air near PDX airport.,45.5202471,-122.6741948
7.0,24.0,12.0,Galilee,Light,RI,USA,"E of Galilee we saw this orange colored light low in the sky it went to the 
R, then L, then R, then straight away.((anonynous report))",41.3769511,-71.511361
7.0,24.0,12.0,Irwin,Sphere,PA,USA,Odd spheres with lights in my pictures.,40.3245138,-79.7011548
7.0,24.0,11.0,Thornton,Rectangle,CO,USA,"Black rectangle glided across the sky at 100 to 200 feet in elevation over 
a residential neighborhood in broad daylight.",39.9174732,-104.905461
7.0,24.0,11.0,Quincy,Triangle,MA,USA,As I am waiting outside for my car to come out of the washing bay I look,42.2528772,-71.0022704
7.0,24.0,3.0,Kingston,Other,NY,USA,"Slow moving, glowing white rectangle with rounded ends and blinking lights 
at one end.",41.928781,-74.0023699
7.0,24.0,2.0,Issaquah,Light,WA,USA,"Small, steady point of light made an impossible maneuver",47.5348778,-122.0432973
7.0,24.0,0.0,Hamilton,Disk,ON,CANADA,"It was approximately 12:45 am (00:45) in Hamilton, Ontario, Canada, when I 
heard a faint whirring sound coming from outside. I was sit",43.255205,-79.8682019
7.0,24.0,0.0,Toledo,Changing,OH,USA,"Three red spheres flying low in V formation over I-75 North Toledo, Ohio.",41.6786754,-83.5127282
7.0,24.0,0.0,Severna Park,Other,MD,USA,"((HOAX??)) I could not aee the outside of the ship, but I know I was in 
one. ((anonymous report))",39.070388,-76.5452408
7.0,24.0,0.0,Vacaville,Circle,CA,USA,"Looked like star that started moving SE slowly, then veered E quickly for a 
sec., and continued to fly straight, until it disappeared.",38.3565773,-121.9877443
7.0,23.0,0.0,Maple valley,Flash,WA,USA,"Super bright light, silent ,continuously ever 5 minutes .",47.3664231,-122.0437126
7.0,23.0,23.0,Richland,Light,OR,USA,"Flashing Light Hells Canyon. 4 witnesses. Airline Captain. ((NUFORC Note: 
Airline captain/ATP report. PD))",44.7690498,-117.1685111
7.0,23.0,23.0,Massillon,Fireball,OH,USA,"5 bright orange/red orbs coming from the north to southwest approximately 2 
minutes apart. No noise and traveling pretty quick. Disappe",40.7967244,-81.5215092
7.0,23.0,22.0,Pittsboro,Light,NC,USA,"We did not get a very good look at this object. I am only reporting this in 
case someone who got a better look does also so that their",35.720151,-79.1771709
7.0,23.0,22.0,Kure Beach,Changing,NC,USA,Orange and yellow elongated fireball looking object.,33.9968399,-77.907208
7.0,23.0,22.0,Granada Hills,Formation,CA,USA,"A strip of green lights in a lateral row, moving sideways and hovering at 
first, then rotating as if to show off, darted then disappear",34.2647247,-118.5231414
7.0,23.0,22.0,Mexico,Sphere,NY,USA,"Orange/redish sphere hovering 1 mile away, dimmed and disappeared shooting 
upwards made no sound",43.4595138,-76.2288175
7.0,23.0,22.0,Rocklin,Fireball,CA,USA,Bright blue light flashed and moved slowly only to disappear again.,38.7907339,-121.2357827
7.0,23.0,22.0,Mount Vernon,Triangle,WA,USA,Shimmering object gliding across the sky much faster than any aircraft.,48.4200462,-122.3264199
7.0,23.0,22.0,Commerce Township,Formation,MI,USA,"Saw 9 orange / yellow colored lights in west sky, moving slowly in 
formation towards the north.",42.56921505,-83.49967088
7.0,23.0,22.0,Alma Center,Light,WI,USA,Bright slow moving light.,44.4371839,-90.9112579
7.0,23.0,21.0,La Quinta,Light,CA,USA,"Dozens of bright star-like orbs moving together rapidly across the sky. 
((anonymous report))",33.677474,-116.2958788
7.0,23.0,21.0,Palm Desert,Circle,CA,USA,"My wife and I driving home and I almost t slammed on the brakes. She said, 
""Don't worry, they're just stars."" We pulled over,",33.7288179,-116.382571
7.0,23.0,21.0,Palm Desert,Light,CA,USA,"Clear evening when a scattering of objects (lights) started moving from 
east to west all together, quite fast; no noise.",33.7288179,-116.382571
7.0,23.0,20.0,Palm Desert,Light,CA,USA,"July 23, 2013, Palm Desert UFOs.",33.7288179,-116.382571
7.0,23.0,19.0,Brookings,Sphere,SD,USA,White sphere. ((anonymous report)),44.311461,-96.7984399
7.0,23.0,18.0,Lake Charles,Sphere,LA,USA,"Fast moving planet or other celestial object? Read and personally view 
yourself at earlier times",30.2265949,-93.2173758
7.0,23.0,17.0,Bristol,Rectangle,RI,USA,Bright reflective yellowish rectangular object larger than a plane.,41.6770463,-71.2661596
7.0,23.0,17.0,Ritzville,Changing,WA,USA,"2 crafts one heading north the other heading from north to south west while 
changing shape",47.1273723,-118.379975
7.0,23.0,17.0,Canton,Circle,OH,USA,"Sitting on porch, orange colored ball traveling NNE to SSW. Went across the 
sky at great speed and disappeared.",40.7989522,-81.3784444
7.0,23.0,17.0,Marlton,Triangle,NJ,USA,"Marlton, NJ, 07/23/2016 - 5:26pm While building my deck i felt a drop of 
rain and gust of wind. I looked up to see if we were going to",39.8912248,-74.9218324
7.0,23.0,14.0,Eugene,Cigar,OR,USA,"Translucent object observed flying in the clear, blue afternoon sky.",44.10118085,-123.1523837
7.0,23.0,3.0,Atmore,Rectangle,AL,USA,"I was driving through atmore alabama on thier hwy and there was suddenly a 
huge metal rectangular object coming directly towards my car",31.0237921,-87.4938707
7.0,23.0,2.0,Caroline,Triangle,AB,CANADA,"Equilateral triangle of lights few overtop of us, twice. ((anonymous 
report))((NUFORC Note: Sighting of ISS. PD))",52.0918456,-114.7417789
7.0,23.0,0.0,Richmond,Flash,KY,USA,This was not like anything I have seen in sky.,37.7478572,-84.2946538
7.0,22.0,0.0,Candler,Other,NC,USA,"""U"" shaped UFO, made of light, over Candler, NC.",35.536498,-82.6929069
7.0,22.0,23.0,Madera,Triangle,CA,USA,"3 bright white lights on triangler shaped obj.. Obj. was seen flying over 
Hwy 99 N, between Madera and Fresno Co. ((anonymous report))",37.1716264,-119.773799
7.0,22.0,22.0,Farmington Hills,Fireball,MI,USA,"Orange/red ""fireball,"" passing west to east, with no noise, and seemed to 
be quite high in the sky..not an airplane!",42.4853125,-83.3771552
7.0,22.0,22.0,Cornelius,Light,NC,USA,"A bright round light burst in the sky from nowhere. No sound. Appeared to 
be just behind and above the treeline. Like a sun.",35.4817982,-80.85895
7.0,22.0,20.0,Walla Walla,Cigar,WA,USA,"White and glowing about 50 ft from the skyline. After about 15 minutes it 
started descending rapidly towards the ground and disappeared",46.0649999,-118.3302783
7.0,22.0,20.0,Delta,Light,UT,USA,Hovering light in the sky that left a trail of light behind it.,39.3521777,-112.5771699
7.0,22.0,18.0,Pittsburgh,Cylinder,PA,USA,Shiny capsule-shaped object seen over Pittsburgh,40.4416941,-79.990086
7.0,22.0,10.0,Mobile,Other,AL,USA,"Follow up of the rumble heard in Daphne, Al. Reported on 7/22/16, WKRG news 
5 reported that thousands of people heard the rumble.",39.092585,-84.8532289
7.0,22.0,2.0,Las Vegas,Light,NV,USA,"Bright white light streak, traveling at a extremely high rate of speed. 
Vanished into thin air. ((anonymous report))",36.1662859,-115.1492249
7.0,22.0,1.0,Sedona,Light,AZ,USA,Flash of white ball of light.,34.8657757,-111.792989
7.0,22.0,1.0,Billings,Oval,MT,USA,"An oval-shaped craft doing circles for about two minutes; later, there was 
a string of lights outside my house. ((anonymous report))",45.7874957,-108.4960699
7.0,22.0,1.0,Oakmont,Flash,FL,USA,Repeated circular flashes of light in the sky in southern Florida.,29.6233858,-82.46425662
7.0,22.0,0.0,Kingsport,Other,TN,USA,"I was standing on my porch when I noticed a fast moving light. At first I 
thought it was a lightning bug, but then watched it move.",36.550238,-82.5594292
7.0,22.0,0.0,Bangor,Circle,ME,USA,"Circular structure in sky, blue and green light. Vanished in thin air.",44.8011821,-68.7778137
7.0,21.0,23.0,Clermont,Other,FL,USA,"Sitting on my third floor deck, I was watching what I assumed to be a 
plane. At first, all I could see was a bright red light. Suddenly",28.5395705,-81.75219858
7.0,21.0,23.0,Missoula,Formation,MT,USA,"Three lights in sky rapidly moving away from one another from a single 
point.",46.8700801,-113.9952795
7.0,21.0,22.0,Bozeman,Flash,MT,USA,Reddish-white single flash of light.,45.6799842,-111.0446747
7.0,21.0,22.0,Hamilton Square,Light,NJ,USA,"3 bright symmetric lights observed directly overhead moving NE to S. Motion 
stopped lights changed color and disappeared overhead.",40.2273316,-74.6532132
7.0,21.0,22.0,Spanish Fort,Triangle,AL,USA,"Loud and very deep noise, coming from a very dark object with three lights 
in the sky.",30.682923,-87.85020618
7.0,21.0,22.0,Phoenix,Circle,AZ,USA,"OBJECT CROSSED THE SKY SO FAST, LIKE IT WAS HURLING TOWARD THE GROUND, BUT 
DISAPPEARED INSTEAD.",33.4485866,-112.0773455
7.0,21.0,22.0,Ocean City,Fireball,MD,USA,"Bright round red light in the sky traveling north went so far then 
disappeared. ((anonymous report))",38.3348728,-75.0847658
7.0,21.0,20.0,Buckeye,Light,AZ,USA,"Fast moving light in Buckeye, AZ.",33.377888,-112.572688
7.0,21.0,20.0,Camp Verde,Light,AZ,USA,"Multiple lights, moving horizontally and vertically with no sound.",34.5636358,-111.8543177
7.0,21.0,15.0,The Dalles,Other,OR,USA,"Bright shimmering object, not too high above ground level. Looking and 
moving like flying saucer right out of science fiction.",45.6015056,-121.1841586
7.0,21.0,9.0,Oswego,Rectangle,IL,USA,"This was an object that was a rectangular shape with blue on the outering 
of it and then red and white on the inside of it.",41.6828074,-88.3514595
7.0,21.0,2.0,Norwood Young America,Oval,MN,USA,Bright white light at night in corn field.,44.7735732,-93.9216347
7.0,21.0,1.0,Oceano,Disk,CA,USA,"Above the coast and out in the distance there were multiple crafts. All 
were slightly shifting as they hovered some more active than ot",35.0988648,-120.612393
7.0,20.0,23.0,Culver City,Fireball,CA,USA,"Bright fireball looking object gliding down, then vanishing after 4 
seconds, and it appeared to be very low in the sky.",34.0211224,-118.3964664
7.0,20.0,23.0,Rahway,Light,NJ,USA,"Quickly moving bright light over Linden, NJ.",40.6081591,-74.2776467
7.0,20.0,22.0,Springfield,Fireball,MO,USA,Large ball of fire streaks over Missouri's night sky.,37.2153307,-93.298252
7.0,20.0,21.0,Marion,Triangle,VA,USA,"Triangle shape with one red light in center flying low, slow, and quiet 
over wooded, mountainous area.",36.8348383,-81.5148367
7.0,20.0,20.0,Daytona Beach,Sphere,FL,USA,"Saturn like object hovering 1/2 mile away. Bright blinking colored lights. 
Hovered then turned south and moved away slowly then VERY fa",29.209288,-81.0226482
7.0,20.0,4.0,Fayetteville,Flash,NC,USA,Unknown jerky flying red and blue flashing object seen high in the sky.,35.0529931,-78.8787057
7.0,19.0,23.0,Chunchula,Circle,AL,USA,"White round in the air for 30s; no noise or nothing it was about 200 ft off 
the ground, flying over my house and cow pasture.",30.9218505,-88.2005597
7.0,19.0,22.0,Lakewood,Triangle,WA,USA,3 colored lights that changed direction,47.1714085,-122.5163999
7.0,19.0,21.0,Vergennes,Fireball,VT,USA,"2 bright reddish-orange fireballs seen flying in a unique flight path not 
seen by usual aircraft.",44.168415,-73.2520289
7.0,19.0,20.0,McKinney,Light,TX,USA,High altitude light.,33.1976496,-96.615447
7.0,19.0,17.0,Peru,Other,IN,USA,"Some silver cigars and some black oval. . Some look like black triangle 
clouds. ((anonymous report))",41.3274302,-89.1288761
7.0,19.0,16.0,Lincoln City,Circle,OR,USA,Unknown circular object caught on photo. Unknown what it is.,44.95789,-124.0179959
7.0,19.0,5.0,Yuma,Disk,AZ,USA,"Orange saucer vanished and left a black trail leading down to the surface 
of the Earth.",32.665135,-114.4760315
7.0,19.0,2.0,Owego,Light,NY,USA,"Object with multicolored lights, 2 times in the last 2 weeks staying in one 
spot in the sky for a long period of time",42.1034075,-76.2621548
7.0,19.0,0.0,Phoenix,Cylinder,AZ,USA,"Strange red lights in Phoenix Sky, just now.",33.4485866,-112.0773455
7.0,19.0,0.0,Everett,Light,WA,USA,"Orbs over the Snohomish Valley in July, again!",47.9673056,-122.2013997
7.0,18.0,23.0,Texas City,Other,TX,USA,Saw a gold Y shaped stationary light in the Western sky around midnight.,29.383845,-94.9027001
7.0,18.0,22.0,Myrtle Beach,Cylinder,SC,USA,"My family saw a total of five orange lights that appeared. ((anonymous 
report))",33.6956461,-78.8900408
7.0,18.0,21.0,Shallotte,Changing,NC,USA,"Orange-ish lights in the sky, sitting still, then shifting off into smaller 
lights.",33.9732275,-78.385837
7.0,18.0,21.0,Holden Beach,Light,NC,USA,"Four orange then two separate groups of 5 white lights in each group moving 
uniformly off the Holden Beach, NC, coast.",33.9135061,-78.3038891
7.0,18.0,21.0,Surfside Beach,Disk,SC,USA,"My wife and I plus two other people were walking on the beach when we seen 
a group of orange to green lights. They appeared to circle o",33.6060031,-78.9730886
7.0,18.0,21.0,Gunnison,Circle,CO,USA,"Large round light came from above in one smooth 3-4 second movement,",38.6476702,-107.0603125
7.0,18.0,20.0,Collegeville,Changing,PA,USA,"Hovering ufo started to move, and then transformed into a plane. ((NUFORC 
Note: Landing lights, we believe. PD))",40.1856597,-75.4515709
7.0,18.0,19.0,Ash,Cigar,NC,USA,"Smaller aircraft which had no noise with rotating white lights, accompanied 
but super large area of twinkling smaller lights.",34.0668373,-78.5263987
7.0,18.0,5.0,Las Cruces,Light,NM,USA,Bright green dot. Struck straight down for about a second and disappeared.,32.3140354,-106.7798077
7.0,18.0,3.0,Toronto,Circle,ON,CANADA,"Light moving north-south to Lake Ontario and follow, for an instant, by a 
big Circle of Light",43.6529206,-79.3849007
7.0,18.0,2.0,O'Fallon,Teardrop,MO,USA,Nothing of this world I have seen or can rationalize. ((anonymous report)),38.8106075,-90.6998476
7.0,18.0,1.0,Maryville,Sphere,IL,USA,"Large orange sphere materialized over cornfield, sped off traveling S to N, 
disappeared in mid air",40.3461017,-94.8724706
7.0,18.0,0.0,Fredericksburg,Fireball,VA,USA,"Orange circular fireballs moving across the sky. Looked like orange candle 
flames, surrounded by a light halo, and made no sound.",38.2982639,-77.5249373
7.0,17.0,22.0,Winston-Salem,Triangle,NC,USA,"I looked outside window like I always do at night and then I saw it above 
the trees and the lights fluttered back and forth.",36.0998131,-80.2440517
7.0,17.0,22.0,New York City,Egg,NY,USA,"Huge Egg Shaped Glowing Hovering Behind Manhattan (Seen from Brooklyn: 
Bushwick Rooftop)",40.7305991,-73.9865811
7.0,17.0,22.0,Anaheim,Fireball,CA,USA,UFO on fire.,33.8347516,-117.9117319
7.0,17.0,22.0,St. George,Light,UT,USA,"Strange fast moving craft seen over St. George, Utah.",37.104153,-113.5841312
7.0,17.0,21.0,Fairfield,Circle,ME,USA,"White 'stars' that suddenly appear out of nowhere and begin zooming across 
the sky, sharp turns. ((NUFORC Note: Satellites?? PD))",44.588511,-69.5990749
7.0,17.0,21.0,Stockholm,Light,NJ,USA,Star-like light.,41.0895413,-74.5171023
7.0,17.0,21.0,Bronx,Circle,NY,USA,Object hovering over NYC,40.85703325,-73.83669606
7.0,17.0,21.0,Firth,Circle,ID,USA,"((HOAX??)) Bright blue green ball of light. It was bright to where u could 
not miss it sat there for 10 seconds. ((anonymous report))",43.305193,-112.1830289
7.0,17.0,21.0,Milan,Circle,NH,USA,"Saw one red circle on the right and then a second light appeared near the 
other red light. ((anonymous report))",44.573839,-71.1852259
7.0,17.0,20.0,Trezevant,Light,TN,USA,"Orb of light appears in western sky near sunset when planes are in sky, 
then disappears after a few seconds.",36.011453,-88.6228348
7.0,17.0,18.0,Garden City,Disk,MI,USA,Disk shaped object seen in the sky.,42.3255929,-83.3310421
7.0,17.0,18.0,Huntingdon,Cigar,PA,USA,Cigar shaped silver object in northeast moving quickly.,40.3446332,-78.0281184
7.0,17.0,15.0,Fairfield,Circle,ME,USA,"Black dot the size of a star appeared and began to shine a green light 
intermittently as it flew over the Kennebec River to N.",44.588511,-69.5990749
7.0,17.0,10.0,Syracuse,Oval,NY,USA,"unknown object in photo. ((NUFORC Note: We believe that the blurry, gray 
object may be a bird or insect in flight. PD))",43.0481221,-76.1474243
7.0,17.0,3.0,Boise,Light,ID,USA,Odd Moving Glittery Light.,43.61656,-116.2008349
7.0,17.0,1.0,Severn,Circle,MD,USA,"Orange craft, higher than most airplanes flying to BWI, No trail, 
disappeared into a cloud, never re-emerged. No sound emanating from c",39.127886,-76.6869129
7.0,16.0,23.0,St. James,Cone,NY,USA,"Cone-shaped light with cluster of lights around it, orange lights. 
((anonymous report))",40.8789871,-73.1567777
7.0,16.0,23.0,Manhattan,Light,NY,USA,"White lights seen flying slowly over Manhattan or Brooklyn, NY",40.7902778,-73.9597221
7.0,16.0,23.0,Sooke,Circle,BC,CANADA,"Bright green sphere with long trailing tracer making 90 deg turns moving at 
a very high rate of speed across the night sky",48.3824747,-123.73147
7.0,16.0,23.0,Murphysboro,Light,IL,USA,"Bright ball of light seen above the horizon line, zoomed away quicker than 
possible.",37.7644952,-89.3350887
7.0,16.0,22.0,Xenia,Other,OH,USA,Orange lighted flying object observed.,39.6847822,-83.9296525
7.0,16.0,22.0,New York City,Sphere,NY,USA,"Seen from my balcony, two bright red spheres (no blinking lights) followed 
an erratic flight path, or remained stationary.",40.7305991,-73.9865811
7.0,16.0,22.0,Clinton Township,Formation,MI,USA,4 amber/red lights in a square formation.,42.58484,-82.93482448
7.0,16.0,22.0,Virginia Beach,Circle,VA,USA,Yellow blinking light moving at high speed.,36.8529841,-75.9774182
7.0,16.0,21.0,Shorewood,Light,IL,USA,"Very bright red light moving slowly E to W, then went straight up and 
disappeared. ((NUFORC Note: Witness is commercial pilot. PD))",43.0881744,-87.8883152
7.0,16.0,21.0,Gray,Fireball,TN,USA,"Right at dusk my 2 roommates and I were driving to our home and we saw a 
red light, at first we thought it may have been a towers light",36.4198258,-82.4765351
7.0,16.0,20.0,Eugene,Fireball,OR,USA,Fireball seen soaring across the sky. Aircraft seen chasing it.,44.10118085,-123.1523837
